epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,607.369,0.65242,0.79125,1.12597,0.34495,0.56522,0.38222,0.23167,1.54172,6.22522,2.52553,0.000969962,0.000969962,0.000969962
41,621.745,0.74823,0.83565,1.18675,0.27518,0.65217,0.36425,0.23586,1.5021,5.76942,2.4446,0.00097848,0.00097848,0.00097848
42,636.313,0.72685,0.86278,1.25696,0.31153,0.47826,0.31362,0.16662,1.74999,6.55636,2.73129,0.000986206,0.000986206,0.000986206
43,651.921,0.66869,0.83316,1.12813,0.31153,0.47826,0.31362,0.16662,1.74999,6.55636,2.73129,0.00099314,0.00099314,0.00099314
44,666.898,0.6841,0.76456,1.14656,0.29406,0.78261,0.25841,0.14973,1.54227,5.79868,2.50565,0.000999282,0.000999282,0.000999282
45,682.259,0.58455,0.73536,1.12725,0.29406,0.78261,0.25841,0.14973,1.54227,5.79868,2.50565,0.00100463,0.00100463,0.00100463
46,697.619,0.73199,0.84862,1.12687,0.25698,0.73913,0.25351,0.15269,1.52733,5.54744,2.45139,0.00100919,0.00100919,0.00100919
47,713.6,0.76209,0.8373,1.22804,0.25698,0.73913,0.25351,0.15269,1.52733,5.54744,2.45139,0.00101296,0.00101296,0.00101296
48,728.826,0.70864,0.72653,1.1023,0.25534,0.82609,0.25664,0.14731,1.5745,5.90225,2.55443,0.00101593,0.00101593,0.00101593
49,744.819,0.69829,0.90058,1.25248,0.25534,0.82609,0.25664,0.14731,1.5745,5.90225,2.55443,0.00101811,0.00101811,0.00101811
50,760.43,0.71609,0.73428,1.15809,0.24957,0.82609,0.25425,0.09773,2.24141,6.78528,3.21193,0.0010195,0.0010195,0.0010195
51,777.859,0.70847,0.75473,1.09093,0.24957,0.82609,0.25425,0.09773,2.24141,6.78528,3.21193,0.00101,0.00101,0.00101
52,793.209,0.66611,0.76208,1.16349,0.17089,0.56522,0.11015,0.03984,2.73846,7.61787,5.52654,0.0009902,0.0009902,0.0009902
53,807.877,0.67695,0.71601,1.17919,0.17089,0.56522,0.11015,0.03984,2.73846,7.61787,5.52654,0.0009704,0.0009704,0.0009704
54,822.649,0.78742,0.77214,1.13129,0.19321,0.56522,0.12812,0.04194,2.77477,6.21578,5.97803,0.0009506,0.0009506,0.0009506
55,838.232,0.67524,0.73689,1.06935,0.19321,0.56522,0.12812,0.04194,2.77477,6.21578,5.97803,0.0009308,0.0009308,0.0009308
56,853.031,0.68801,0.72013,1.06494,0.2303,0.69565,0.17917,0.05372,2.74675,6.1449,6.29325,0.000911,0.000911,0.000911
57,867.542,0.66232,0.73513,1.22457,0.2303,0.69565,0.17917,0.05372,2.74675,6.1449,6.29325,0.0008912,0.0008912,0.0008912
58,883.207,0.69375,0.73728,1.1246,0.28708,0.73913,0.23411,0.06311,2.68063,5.81604,5.79426,0.0008714,0.0008714,0.0008714
59,898.415,0.60216,0.69981,1.08956,0.28708,0.73913,0.23411,0.06311,2.68063,5.81604,5.79426,0.0008516,0.0008516,0.0008516
60,913.275,0.71934,0.72295,1.07518,0.28573,0.78261,0.22864,0.063,2.59493,6.01413,5.41847,0.0008318,0.0008318,0.0008318
61,928.695,0.6482,0.63374,1.05758,0.28573,0.78261,0.22864,0.063,2.59493,6.01413,5.41847,0.000812,0.000812,0.000812
62,944.29,0.5922,0.67938,1.12508,0.23747,0.65217,0.18658,0.06474,2.43546,7.36687,4.71969,0.0007922,0.0007922,0.0007922
63,959.707,0.51538,0.7185,1.08459,0.23747,0.65217,0.18658,0.06474,2.43546,7.36687,4.71969,0.0007724,0.0007724,0.0007724
64,976.255,0.60774,0.63056,1.07628,0.28844,0.73913,0.24926,0.09793,2.34154,9.28483,4.08762,0.0007526,0.0007526,0.0007526
65,991.844,0.60016,0.63688,1.02299,0.28844,0.73913,0.24926,0.09793,2.34154,9.28483,4.08762,0.0007328,0.0007328,0.0007328
66,1007.08,0.66126,0.66466,1.09733,0.27704,0.69565,0.24552,0.1033,2.41068,8.66912,4.30871,0.000713,0.000713,0.000713
67,1022.95,0.66022,0.68529,1.11936,0.27704,0.69565,0.24552,0.1033,2.41068,8.66912,4.30871,0.0006932,0.0006932,0.0006932
68,1038.68,0.57564,0.63867,1.09751,0.28462,0.69197,0.24292,0.11455,2.1066,7.92079,3.85135,0.0006734,0.0006734,0.0006734
69,1053.94,0.57525,0.64887,1.0766,0.28462,0.69197,0.24292,0.11455,2.1066,7.92079,3.85135,0.0006536,0.0006536,0.0006536
70,1069.29,0.57649,0.64825,1.10457,0.29924,0.77983,0.26816,0.14995,1.72381,6.85604,3.06425,0.0006338,0.0006338,0.0006338
71,1083.88,0.52839,0.62289,1.06748,0.29924,0.77983,0.26816,0.14995,1.72381,6.85604,3.06425,0.000614,0.000614,0.000614
72,1098.61,0.60634,0.67076,1.13122,0.3083,0.82609,0.27524,0.18711,1.37434,5.61906,2.09923,0.0005942,0.0005942,0.0005942
73,1112.22,0.60682,0.60048,1.0323,0.3083,0.82609,0.27524,0.18711,1.37434,5.61906,2.09923,0.0005744,0.0005744,0.0005744
74,1126.17,0.6721,0.63661,1.07078,0.32675,0.90742,0.31084,0.19366,1.23234,5.10315,1.91132,0.0005546,0.0005546,0.0005546
75,1141.99,0.50334,0.57784,1.06476,0.32675,0.90742,0.31084,0.19366,1.23234,5.10315,1.91132,0.0005348,0.0005348,0.0005348
76,1158.1,0.5814,0.5938,1.02327,0.3205,0.91304,0.30603,0.1814,1.50557,5.08628,2.20019,0.000515,0.000515,0.000515
77,1173.02,0.60979,0.62919,1.08584,0.3205,0.91304,0.30603,0.1814,1.50557,5.08628,2.20019,0.0004952,0.0004952,0.0004952
78,1188.53,0.56586,0.61876,1.09587,0.318,0.91304,0.31667,0.18446,1.61322,5.40307,2.49739,0.0004754,0.0004754,0.0004754
79,1204.1,0.62062,0.679,1.09309,0.318,0.91304,0.31667,0.18446,1.61322,5.40307,2.49739,0.0004556,0.0004556,0.0004556
80,1220.04,0.524,0.60951,1.07302,0.32233,0.91304,0.31901,0.17938,1.64329,6.07182,2.56695,0.0004358,0.0004358,0.0004358
81,1235.44,0.58993,0.7357,1.14046,0.32233,0.91304,0.31901,0.17938,1.64329,6.07182,2.56695,0.000416,0.000416,0.000416
82,1250.45,0.52324,0.56982,0.96929,0.32285,0.91304,0.34067,0.21661,1.45803,5.83213,2.39671,0.0003962,0.0003962,0.0003962
83,1266.07,0.53047,0.60536,1.06756,0.32285,0.91304,0.34067,0.21661,1.45803,5.83213,2.39671,0.0003764,0.0003764,0.0003764
84,1281.3,0.53751,0.57584,1.0479,0.32616,0.91304,0.30527,0.19613,1.33049,5.68373,2.07473,0.0003566,0.0003566,0.0003566
85,1296.99,0.60241,0.61451,1.08076,0.32616,0.91304,0.30527,0.19613,1.33049,5.68373,2.07473,0.0003368,0.0003368,0.0003368
86,1312.11,0.51754,0.5912,1.02156,0.32701,0.91304,0.31547,0.21027,1.13693,5.46998,1.8631,0.000317,0.000317,0.000317
87,1327.21,0.52889,0.59457,1.054,0.32701,0.91304,0.31547,0.21027,1.13693,5.46998,1.8631,0.0002972,0.0002972,0.0002972
88,1343.2,0.57038,0.6179,1.14473,0.32733,0.91304,0.31346,0.21616,1.07237,5.35939,1.76304,0.0002774,0.0002774,0.0002774
89,1358.39,0.48691,0.55672,1.04743,0.32733,0.91304,0.31346,0.21616,1.07237,5.35939,1.76304,0.0002576,0.0002576,0.0002576
90,1374.21,0.54155,0.56408,1.00098,0.32721,0.91304,0.31647,0.22988,1.04023,5.11559,1.71095,0.0002378,0.0002378,0.0002378
91,1391.17,0.48849,0.89389,1.07839,0.32721,0.91304,0.31647,0.22988,1.04023,5.11559,1.71095,0.000218,0.000218,0.000218
92,1407.33,0.48221,0.8289,1.11456,0.32715,0.91304,0.30909,0.22868,1.04472,4.98694,1.69176,0.0001982,0.0001982,0.0001982
93,1423.43,0.41776,0.83335,1.00882,0.32715,0.91304,0.30909,0.22868,1.04472,4.98694,1.69176,0.0001784,0.0001784,0.0001784
94,1439.68,0.53006,0.86969,1.1045,0.32711,0.91304,0.31598,0.22909,1.06244,4.98007,1.69157,0.0001586,0.0001586,0.0001586
95,1456.11,0.42655,0.82312,0.9919,0.32711,0.91304,0.31598,0.22909,1.06244,4.98007,1.69157,0.0001388,0.0001388,0.0001388
96,1472.11,0.42444,0.71881,0.97764,0.32714,0.91304,0.32261,0.23256,1.07703,4.99308,1.70188,0.000119,0.000119,0.000119
97,1488.05,0.42059,0.76532,1.00602,0.32714,0.91304,0.32261,0.23256,1.07703,4.99308,1.70188,9.92e-05,9.92e-05,9.92e-05
98,1504.42,0.39645,0.74267,1.04105,0.3269,0.91304,0.32696,0.23437,1.08083,5.02747,1.70687,7.94e-05,7.94e-05,7.94e-05
99,1520.55,0.42154,0.83905,1.04965,0.3269,0.91304,0.32696,0.23437,1.08083,5.02747,1.70687,5.96e-05,5.96e-05,5.96e-05
100,1536.83,0.39411,0.75313,1.00477,0.32695,0.91304,0.31942,0.23354,1.07536,5.13332,1.70079,3.98e-05,3.98e-05,3.98e-05
