epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,34.1368,0.99033,1.20101,1.45141,0.00361,0.95652,0.21877,0.12767,1.3334,5.03925,2.14808,0.000470502,0.000470502,0.000470502
15,36.0039,1.02624,1.25247,1.39643,0.22862,0.52174,0.21583,0.10808,1.49225,5.23142,2.46613,0.000499612,0.000499612,0.000499612
16,37.9017,1.03447,1.27265,1.48986,0.22449,0.43478,0.23381,0.11201,1.50896,5.32644,2.53495,0.00052793,0.00052793,0.00052793
17,39.785,0.98171,1.17996,1.39745,0.24439,0.52174,0.2405,0.13518,1.31968,4.94412,2.12907,0.000555456,0.000555456,0.000555456
18,41.6684,0.94233,1.1262,1.36321,0.26315,0.65217,0.25284,0.15741,1.31323,5.11201,2.18067,0.00058219,0.00058219,0.00058219
19,43.5684,1.02382,1.1819,1.49252,0.28799,0.73913,0.25199,0.13094,1.57199,5.50015,2.6081,0.000608132,0.000608132,0.000608132
20,45.5595,1.12964,1.20892,1.46927,0.30273,0.73913,0.26933,0.14593,1.70196,5.54664,2.79438,0.000633282,0.000633282,0.000633282
21,47.5554,0.99173,1.14705,1.45258,0.33001,0.59982,0.2458,0.10469,2.2002,6.08663,3.86191,0.00065764,0.00065764,0.00065764
22,50.1682,1.18069,1.19715,1.53922,0.1946,0.38873,0.14941,0.05568,2.50762,6.33407,4.72993,0.000681206,0.000681206,0.000681206
23,52.0512,1.12222,1.16121,1.52882,0.15558,0.36869,0.13408,0.04623,2.54428,6.27912,4.39476,0.00070398,0.00070398,0.00070398
24,53.9681,1.0561,1.11862,1.4352,0.20069,0.56522,0.17178,0.06173,2.17581,6.70224,3.56653,0.000725962,0.000725962,0.000725962
25,55.8746,1.04528,1.14928,1.47665,0.29637,0.65217,0.22799,0.08212,2.20384,7.01942,3.42896,0.000747152,0.000747152,0.000747152
26,57.7846,0.97363,1.09176,1.40614,0.30272,0.78261,0.28077,0.0774,2.41584,6.85032,3.88028,0.00076755,0.00076755,0.00076755
27,59.7343,1.01882,1.14909,1.4749,0.32103,0.73913,0.2764,0.08909,2.58151,6.30838,4.72792,0.000787156,0.000787156,0.000787156
28,61.665,1.01484,1.12511,1.39101,0.32103,0.73913,0.2764,0.08909,2.58151,6.30838,4.72792,0.00080597,0.00080597,0.00080597
29,63.6255,1.06122,1.10901,1.49771,0.28934,0.78261,0.28168,0.10283,2.35376,6.17691,4.01951,0.000823992,0.000823992,0.000823992
30,65.5597,1.06427,1.08014,1.47369,0.27422,0.73913,0.24115,0.10484,1.84762,5.73017,2.86787,0.000841222,0.000841222,0.000841222
31,67.4866,0.94648,1.0091,1.30176,0.27422,0.73913,0.24115,0.10484,1.84762,5.73017,2.86787,0.00085766,0.00085766,0.00085766
32,69.4342,1.04471,1.04978,1.47408,0.19532,0.73913,0.18707,0.06817,1.98678,6.35031,2.88944,0.000873306,0.000873306,0.000873306
33,71.3557,1.07074,1.0817,1.53322,0.18482,0.69565,0.16587,0.05831,1.98351,6.66849,2.86167,0.00088816,0.00088816,0.00088816
34,73.2507,1.04659,1.01014,1.43635,0.18482,0.69565,0.16587,0.05831,1.98351,6.66849,2.86167,0.000902222,0.000902222,0.000902222
35,75.2033,1.01038,0.98313,1.47805,0.15921,0.65217,0.14913,0.05621,2.01703,7.78275,3.01809,0.000915492,0.000915492,0.000915492
36,77.1919,1.04034,1.03966,1.50422,0.23803,0.73913,0.2083,0.08232,1.99961,7.31435,3.04845,0.00092797,0.00092797,0.00092797
37,79.1173,0.91657,0.87279,1.37582,0.23803,0.73913,0.2083,0.08232,1.99961,7.31435,3.04845,0.000939656,0.000939656,0.000939656
38,81.1172,0.97289,0.96411,1.35255,0.15724,0.6087,0.12596,0.04782,2.19971,6.95988,3.46599,0.00095055,0.00095055,0.00095055
39,83.0662,1.08083,1.01088,1.43067,0.10021,0.47826,0.09086,0.02764,2.36498,7.24054,3.19222,0.000960652,0.000960652,0.000960652
40,84.9671,1.10077,1.03033,1.46615,0.10021,0.47826,0.09086,0.02764,2.36498,7.24054,3.19222,0.000969962,0.000969962,0.000969962
41,86.904,1.03767,0.91254,1.32725,0.07018,0.47826,0.06803,0.02367,2.37899,7.56575,3.24751,0.00097848,0.00097848,0.00097848
42,88.9194,1.10933,0.99733,1.48449,0.14368,0.52174,0.12441,0.04482,2.29514,6.71217,3.35447,0.000986206,0.000986206,0.000986206
43,90.9888,1.0761,0.98799,1.51957,0.14368,0.52174,0.12441,0.04482,2.29514,6.71217,3.35447,0.00099314,0.00099314,0.00099314
44,92.9865,0.97609,0.97338,1.36453,0.18512,0.3913,0.12478,0.03913,2.93068,7.03411,5.33605,0.000999282,0.000999282,0.000999282
45,95.3105,0.8651,0.91207,1.31474,0.18512,0.3913,0.12478,0.03913,2.93068,7.03411,5.33605,0.00100463,0.00100463,0.00100463
46,97.2169,0.94952,0.99261,1.43016,0.20566,0.3913,0.11253,0.0303,3.19287,8.09436,6.1325,0.00100919,0.00100919,0.00100919
47,99.1536,1.0734,0.95444,1.42158,0.20566,0.3913,0.11253,0.0303,3.19287,8.09436,6.1325,0.00101296,0.00101296,0.00101296
48,101.103,1.01731,1.01345,1.47462,0.16806,0.3913,0.11703,0.03227,3.36991,8.5404,6.46669,0.00101593,0.00101593,0.00101593
49,103.05,1.03715,0.91404,1.38578,0.16806,0.3913,0.11703,0.03227,3.36991,8.5404,6.46669,0.00101811,0.00101811,0.00101811
50,104.983,1.07732,0.98668,1.45966,0.21831,0.3913,0.16253,0.04992,3.0214,8.68011,5.09496,0.0010195,0.0010195,0.0010195
51,106.975,0.99056,0.8858,1.37787,0.21831,0.3913,0.16253,0.04992,3.0214,8.68011,5.09496,0.00101,0.00101,0.00101
52,108.917,1.00772,0.89999,1.32672,0.29286,0.73827,0.242,0.12348,1.84894,6.15112,2.54306,0.0009902,0.0009902,0.0009902
53,110.838,1.02265,0.98693,1.45973,0.29286,0.73827,0.242,0.12348,1.84894,6.15112,2.54306,0.0009704,0.0009704,0.0009704
54,112.733,0.98724,0.91561,1.4578,0.28047,0.73913,0.22955,0.14435,1.47731,6.53628,2.03462,0.0009506,0.0009506,0.0009506
55,114.775,0.88165,0.82323,1.33279,0.28047,0.73913,0.22955,0.14435,1.47731,6.53628,2.03462,0.0009308,0.0009308,0.0009308
56,116.727,0.99754,0.98635,1.40152,0.26963,0.73913,0.24747,0.15419,1.51286,6.99891,2.27769,0.000911,0.000911,0.000911
57,118.639,0.98917,0.86104,1.35535,0.26963,0.73913,0.24747,0.15419,1.51286,6.99891,2.27769,0.0008912,0.0008912,0.0008912
58,120.576,0.96132,0.83597,1.35642,0.26003,0.56522,0.23928,0.12441,1.82971,8.17464,2.77365,0.0008714,0.0008714,0.0008714
59,122.617,0.84399,0.80607,1.21142,0.26003,0.56522,0.23928,0.12441,1.82971,8.17464,2.77365,0.0008516,0.0008516,0.0008516
60,124.583,0.92656,0.87533,1.46752,0.21097,0.73913,0.21525,0.1057,1.93256,8.35064,2.83306,0.0008318,0.0008318,0.0008318
61,126.517,0.98312,0.86747,1.33348,0.21097,0.73913,0.21525,0.1057,1.93256,8.35064,2.83306,0.000812,0.000812,0.000812
62,128.45,0.92296,0.88941,1.35035,0.29421,0.65217,0.24811,0.09127,2.18873,6.74548,3.13416,0.0007922,0.0007922,0.0007922
63,130.346,0.89466,0.86618,1.35799,0.29421,0.65217,0.24811,0.09127,2.18873,6.74548,3.13416,0.0007724,0.0007724,0.0007724
64,132.329,0.90084,0.90561,1.39109,0.2689,0.78261,0.24757,0.0931,2.2362,7.83361,3.19134,0.0007526,0.0007526,0.0007526
65,134.25,0.85609,0.81338,1.35435,0.2689,0.78261,0.24757,0.0931,2.2362,7.83361,3.19134,0.0007328,0.0007328,0.0007328
66,136.166,0.90129,0.80762,1.28733,0.29759,0.82609,0.25058,0.10948,2.1956,8.49422,3.39967,0.000713,0.000713,0.000713
67,138.068,0.92901,0.85579,1.42337,0.29759,0.82609,0.25058,0.10948,2.1956,8.49422,3.39967,0.0006932,0.0006932,0.0006932
68,139.995,1.10837,0.8916,1.35873,0.29369,0.78261,0.25449,0.11951,1.88489,7.89443,2.81609,0.0006734,0.0006734,0.0006734
69,141.916,0.97584,0.84413,1.3777,0.29369,0.78261,0.25449,0.11951,1.88489,7.89443,2.81609,0.0006536,0.0006536,0.0006536
70,143.85,0.90412,0.83198,1.30922,0.2785,0.78261,0.25301,0.12539,1.65645,6.65436,2.41403,0.0006338,0.0006338,0.0006338
71,145.833,0.80347,0.76167,1.1918,0.2785,0.78261,0.25301,0.12539,1.65645,6.65436,2.41403,0.000614,0.000614,0.000614
72,147.787,1.05202,0.87297,1.46224,0.28254,0.78261,0.25324,0.13467,1.62797,5.75345,2.28099,0.0005942,0.0005942,0.0005942
73,149.766,0.85536,0.77205,1.30547,0.28254,0.78261,0.25324,0.13467,1.62797,5.75345,2.28099,0.0005744,0.0005744,0.0005744
74,151.716,0.89088,0.8052,1.36088,0.32175,0.73913,0.29099,0.16255,1.47791,5.00547,2.12643,0.0005546,0.0005546,0.0005546
75,153.651,0.90434,0.79637,1.30592,0.32175,0.73913,0.29099,0.16255,1.47791,5.00547,2.12643,0.0005348,0.0005348,0.0005348
76,155.611,0.78503,0.76019,1.27087,0.30503,0.82609,0.27486,0.18997,1.15983,5.44138,1.82086,0.000515,0.000515,0.000515
77,157.516,0.81548,0.79294,1.32763,0.30503,0.82609,0.27486,0.18997,1.15983,5.44138,1.82086,0.0004952,0.0004952,0.0004952
78,159.441,0.7719,0.75686,1.24721,0.31663,0.86957,0.3069,0.21291,1.12375,5.56413,1.78217,0.0004754,0.0004754,0.0004754
79,161.373,0.86891,0.79551,1.32914,0.31663,0.86957,0.3069,0.21291,1.12375,5.56413,1.78217,0.0004556,0.0004556,0.0004556
80,163.344,0.76007,0.74943,1.27122,0.32027,0.86957,0.3118,0.2176,1.1631,5.51426,1.85939,0.0004358,0.0004358,0.0004358
81,165.352,0.8943,0.80255,1.31359,0.32027,0.86957,0.3118,0.2176,1.1631,5.51426,1.85939,0.000416,0.000416,0.000416
82,167.299,0.89364,0.8095,1.39349,0.32623,0.82609,0.32655,0.22425,1.22824,5.45658,1.9502,0.0003962,0.0003962,0.0003962
83,169.278,1.06064,0.85982,1.40998,0.32623,0.82609,0.32655,0.22425,1.22824,5.45658,1.9502,0.0003764,0.0003764,0.0003764
84,171.216,0.87928,0.78419,1.27838,0.3119,0.82609,0.30287,0.20063,1.26085,5.38428,1.96935,0.0003566,0.0003566,0.0003566
85,173.134,0.75582,0.71378,1.28027,0.3119,0.82609,0.30287,0.20063,1.26085,5.38428,1.96935,0.0003368,0.0003368,0.0003368
86,175.116,0.94644,0.87123,1.33997,0.2871,0.82609,0.27162,0.18343,1.29383,5.24575,1.96503,0.000317,0.000317,0.000317
87,177.066,0.78129,0.67085,1.20979,0.2871,0.82609,0.27162,0.18343,1.29383,5.24575,1.96503,0.0002972,0.0002972,0.0002972
88,178.949,0.82876,0.74249,1.27732,0.27459,0.73913,0.24059,0.15537,1.31235,5.2737,1.94593,0.0002774,0.0002774,0.0002774
89,180.949,0.73859,0.71708,1.17929,0.27459,0.73913,0.24059,0.15537,1.31235,5.2737,1.94593,0.0002576,0.0002576,0.0002576
90,182.903,0.84264,0.76365,1.2012,0.27838,0.65217,0.24665,0.16002,1.31315,5.2804,1.91789,0.0002378,0.0002378,0.0002378
91,188.349,0.60829,0.90955,1.1679,0.27838,0.65217,0.24665,0.16002,1.31315,5.2804,1.91789,0.000218,0.000218,0.000218
92,190.282,0.59836,0.94468,1.17587,0.25755,0.69565,0.23452,0.15452,1.32716,5.33264,1.90922,0.0001982,0.0001982,0.0001982
93,192.215,0.67621,1.00604,1.29711,0.25755,0.69565,0.23452,0.15452,1.32716,5.33264,1.90922,0.0001784,0.0001784,0.0001784
94,194.132,0.75191,1.08749,1.33276,0.25791,0.65217,0.2244,0.14953,1.36834,5.20759,1.94492,0.0001586,0.0001586,0.0001586
95,196.074,0.6418,0.93691,1.2713,0.25791,0.65217,0.2244,0.14953,1.36834,5.20759,1.94492,0.0001388,0.0001388,0.0001388
96,197.995,0.58968,0.94524,1.14272,0.26213,0.69565,0.22515,0.14231,1.38592,5.16814,1.97932,0.000119,0.000119,0.000119
97,199.848,0.61506,0.90693,1.10925,0.26213,0.69565,0.22515,0.14231,1.38592,5.16814,1.97932,9.92e-05,9.92e-05,9.92e-05
98,201.965,0.75551,1.02109,1.24275,0.27135,0.69565,0.23097,0.14684,1.40169,5.14488,2.0106,7.94e-05,7.94e-05,7.94e-05
99,203.856,0.62618,0.88777,1.25228,0.27135,0.69565,0.23097,0.14684,1.40169,5.14488,2.0106,5.96e-05,5.96e-05,5.96e-05
100,205.875,0.53739,1.00206,1.19963,0.26752,0.69565,0.23258,0.14744,1.39283,5.18696,2.00113,3.98e-05,3.98e-05,3.98e-05
