epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,183.555,0.49304,0.77395,1.18441,0.97336,0.83333,0.84167,0.48287,1.53977,2.58717,2.65786,0.00049905,0.00049905,0.00049905
47,187.63,0.49844,0.92243,1.12707,0.96945,0.83333,0.915,0.55803,1.10544,2.51903,2.18603,0.000501032,0.000501032,0.000501032
48,191.633,0.59945,0.99009,1.20901,0.96945,0.83333,0.915,0.55803,1.10544,2.51903,2.18603,0.000502618,0.000502618,0.000502618
49,195.538,0.54343,0.73804,1.13483,0.81907,0.83333,0.88667,0.68175,1.0044,2.68757,2.09827,0.000503808,0.000503808,0.000503808
50,199.449,0.5253,0.73273,1.09581,0.81907,0.83333,0.88667,0.68175,1.0044,2.68757,2.09827,0.000504602,0.000504602,0.000504602
51,203.443,0.52709,0.90953,1.17364,0.81877,0.76049,0.83833,0.62463,1.16485,2.82497,2.38911,0.000505,0.000505,0.000505
52,207.463,0.46164,0.95337,1.10072,0.81877,0.76049,0.83833,0.62463,1.16485,2.82497,2.38911,0.000505002,0.000505002,0.000505002
53,211.421,0.48154,0.76217,1.03804,0.81877,0.76049,0.83833,0.62463,1.16485,2.82497,2.38911,0.000504608,0.000504608,0.000504608
54,215.415,0.67932,0.879,1.27614,0.94028,0.66667,0.79561,0.5387,1.18376,2.76755,2.68464,0.000503818,0.000503818,0.000503818
55,219.346,0.52314,0.77543,1.1568,0.94028,0.66667,0.79561,0.5387,1.18376,2.76755,2.68464,0.000502632,0.000502632,0.000502632
56,223.336,0.49142,0.77841,1.09702,0.94028,0.66667,0.79561,0.5387,1.18376,2.76755,2.68464,0.00050105,0.00050105,0.00050105
57,227.279,0.52448,0.79639,1.09136,0.7639,0.66667,0.79784,0.42138,1.3535,2.714,2.57296,0.000499072,0.000499072,0.000499072
58,231.201,0.46224,0.73847,1.06709,0.7639,0.66667,0.79784,0.42138,1.3535,2.714,2.57296,0.000496698,0.000496698,0.000496698
59,235.134,0.402,0.74536,1.05793,0.7639,0.66667,0.79784,0.42138,1.3535,2.714,2.57296,0.000493928,0.000493928,0.000493928
60,239.129,0.43557,0.71504,1.0346,0.75932,0.83333,0.88051,0.38688,1.42939,2.68697,2.51685,0.000490762,0.000490762,0.000490762
61,243.048,0.58118,0.83782,1.24987,0.75932,0.83333,0.88051,0.38688,1.42939,2.68697,2.51685,0.0004872,0.0004872,0.0004872
62,246.924,0.41068,0.72371,1.02765,0.75932,0.83333,0.88051,0.38688,1.42939,2.68697,2.51685,0.000483242,0.000483242,0.000483242
63,250.993,0.59633,0.82125,1.17322,1,0.96995,0.995,0.59969,0.98744,2.24227,2.17236,0.000478888,0.000478888,0.000478888
64,254.941,0.61136,0.81858,1.13347,1,0.96995,0.995,0.59969,0.98744,2.24227,2.17236,0.000474138,0.000474138,0.000474138
65,258.862,0.8412,0.95514,1.26766,1,0.96995,0.995,0.59969,0.98744,2.24227,2.17236,0.000468992,0.000468992,0.000468992
66,263.013,0.64368,0.81047,1.21331,1,0.96506,0.995,0.64331,1.0504,2.24003,2.25016,0.00046345,0.00046345,0.00046345
67,267.005,0.52782,0.71803,1.15231,1,0.96506,0.995,0.64331,1.0504,2.24003,2.25016,0.000457512,0.000457512,0.000457512
68,271.04,0.54387,0.75042,1.24738,1,0.96506,0.995,0.64331,1.0504,2.24003,2.25016,0.000451178,0.000451178,0.000451178
69,275.088,0.61603,0.97662,1.20836,0.96374,0.83333,0.92227,0.54579,1.21022,2.34609,2.26318,0.000444448,0.000444448,0.000444448
70,279.112,0.57268,0.74179,1.08718,0.96374,0.83333,0.92227,0.54579,1.21022,2.34609,2.26318,0.000437322,0.000437322,0.000437322
71,282.995,0.55244,0.74362,1.17189,0.96374,0.83333,0.92227,0.54579,1.21022,2.34609,2.26318,0.0004298,0.0004298,0.0004298
72,286.991,0.5352,0.70329,1.07569,0.94129,0.83333,0.865,0.50228,1.38196,2.45883,2.37753,0.000421882,0.000421882,0.000421882
73,290.974,0.39821,0.66953,1.03203,0.94129,0.83333,0.865,0.50228,1.38196,2.45883,2.37753,0.000413568,0.000413568,0.000413568
74,295.066,0.45605,0.65878,1.03878,0.94129,0.83333,0.865,0.50228,1.38196,2.45883,2.37753,0.000404858,0.000404858,0.000404858
75,299.224,0.42357,0.63752,0.9927,0.82332,0.78326,0.79019,0.44082,1.47906,2.54942,2.69752,0.000395752,0.000395752,0.000395752
76,303.143,0.60301,0.76635,1.1517,0.82332,0.78326,0.79019,0.44082,1.47906,2.54942,2.69752,0.00038625,0.00038625,0.00038625
77,307.081,0.46427,0.66487,1.11012,0.82332,0.78326,0.79019,0.44082,1.47906,2.54942,2.69752,0.000376352,0.000376352,0.000376352
78,311.109,0.5614,0.73677,1.1355,0.6868,0.83333,0.73022,0.41113,1.65558,2.52174,2.99174,0.000366058,0.000366058,0.000366058
79,315.039,0.43561,0.72256,1.11113,0.6868,0.83333,0.73022,0.41113,1.65558,2.52174,2.99174,0.000355368,0.000355368,0.000355368
80,318.979,0.45286,0.75769,1.07998,0.6868,0.83333,0.73022,0.41113,1.65558,2.52174,2.99174,0.000344282,0.000344282,0.000344282
81,323.009,0.49242,0.7909,1.0537,0.82777,0.80551,0.77452,0.45408,1.52717,2.34484,2.80182,0.0003328,0.0003328,0.0003328
82,326.982,0.47357,0.77088,1.10946,0.82777,0.80551,0.77452,0.45408,1.52717,2.34484,2.80182,0.000320922,0.000320922,0.000320922
83,330.983,0.54892,0.71561,1.18169,0.82777,0.80551,0.77452,0.45408,1.52717,2.34484,2.80182,0.000308648,0.000308648,0.000308648
84,334.985,0.5745,0.76338,1.11142,0.81412,0.83333,0.85238,0.54376,1.31111,2.15378,2.43876,0.000295978,0.000295978,0.000295978
85,339.22,0.44494,0.71438,1.09253,0.81412,0.83333,0.85238,0.54376,1.31111,2.15378,2.43876,0.000282912,0.000282912,0.000282912
86,343.229,0.54304,0.75426,1.15084,0.81412,0.83333,0.85238,0.54376,1.31111,2.15378,2.43876,0.00026945,0.00026945,0.00026945
87,347.165,0.58592,0.75122,1.21035,0.81412,0.83333,0.85238,0.54376,1.31111,2.15378,2.43876,0.000255592,0.000255592,0.000255592
88,351.304,0.41739,0.62863,1.04634,0.93512,0.83333,0.90357,0.65936,1.0609,2.00378,2.05155,0.000241338,0.000241338,0.000241338
89,355.441,0.39355,0.66042,1.03471,0.93512,0.83333,0.90357,0.65936,1.0609,2.00378,2.05155,0.000226688,0.000226688,0.000226688
90,359.454,0.59585,0.71379,1.16096,0.93512,0.83333,0.90357,0.65936,1.0609,2.00378,2.05155,0.000211642,0.000211642,0.000211642
91,363.443,0.35112,1.20593,1.02582,0.93512,0.83333,0.90357,0.65936,1.0609,2.00378,2.05155,0.0001962,0.0001962,0.0001962
92,367.453,0.31375,1.16097,0.97576,0.9719,0.83333,0.955,0.66831,0.89087,1.9684,1.80163,0.000180362,0.000180362,0.000180362
93,371.493,0.28481,1.15501,1.00574,0.9719,0.83333,0.955,0.66831,0.89087,1.9684,1.80163,0.000164128,0.000164128,0.000164128
94,375.453,0.38384,1.1324,0.99143,0.9719,0.83333,0.955,0.66831,0.89087,1.9684,1.80163,0.000147498,0.000147498,0.000147498
95,379.453,0.70473,1.76703,1.24504,0.9719,0.83333,0.955,0.66831,0.89087,1.9684,1.80163,0.000130472,0.000130472,0.000130472
96,383.461,0.39899,1.21199,1.07348,0.97815,0.83333,0.955,0.70736,0.88424,1.94486,1.78583,0.00011305,0.00011305,0.00011305
97,387.384,0.33005,1.15936,1.00309,0.97815,0.83333,0.955,0.70736,0.88424,1.94486,1.78583,9.5232e-05,9.5232e-05,9.5232e-05
98,391.421,0.34554,1.06778,1.06592,0.97815,0.83333,0.955,0.70736,0.88424,1.94486,1.78583,7.7018e-05,7.7018e-05,7.7018e-05
99,395.407,0.30137,0.99379,0.89152,0.97815,0.83333,0.955,0.70736,0.88424,1.94486,1.78583,5.8408e-05,5.8408e-05,5.8408e-05
100,399.511,0.40787,1.24235,1.17974,0.97922,0.83333,0.955,0.7677,0.88979,1.85542,1.74081,3.9402e-05,3.9402e-05,3.9402e-05
